Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDC56,OUT027,3805.8232
FDK27,OUT018,1643.164
NCK18,OUT017,2704.9749
FDB52,OUT019,749.206
DRG25,OUT027,5054.542
FDZ13,OUT049,1030.0691
FDB57,OUT019,619.1228
FDR40,OUT046,1422.9745
NCO14,OUT019,84.50827
NCN19,OUT045,2774.3677
FDQ28,OUT019,293.4061
FDO13,OUT018,1820.7202
FDK48,OUT013,1225.4637
FDU07,OUT018,2273.816
FDW20,OUT046,2001.1082
FDV12,OUT010,160.92346
FDH24,OUT013,2538.8853
FDV59,OUT049,4216.527
FDK57,OUT045,1491.0526
FDL16,OUT027,1574.9739
NCQ17,OUT046,2610.997
FDJ15,OUT018,2878.914
FDX24,OUT049,1537.8463
FDT47,OUT046,1819.3508
FDT10,OUT049,945.1007
FDZ37,OUT018,1446.8757
FDW43,OUT027,7272.5146
DRN36,OUT017,1470.211
FDJ14,OUT045,1290.0425
FDA32,OUT013,4333.374
FDJ38,OUT019,501.73636
FDQ57,OUT017,2747.2283
NCQ41,OUT019,680.573
FDG56,OUT049,904.70905
DRC13,OUT027,3072.551
FDV55,OUT035,2419.902
FDQ49,OUT045,2467.1692
FDE29,OUT010,169.64772
FDR03,OUT013,3774.7378
FDD45,OUT049,1377.2065
FDN38,OUT010,557.804
FDT56,OUT046,1009.0752
FDT48,OUT045,3284.963
FDU03,OUT049,3109.4487
FDC56,OUT010,269.38495
NCO43,OUT027,2390.0598
FDQ27,OUT017,1330.0223
FDR03,OUT046,3438.9526
DRH23,OUT010,199.0806
FDG22,OUT045,663.9393
NCJ42,OUT013,1512.621
FDR24,OUT046,1568.6099
FDW60,OUT035,2944.8918
FDJ08,OUT013,3378.4895
DRL59,OUT018,786.40405
FDG60,OUT010,567.60974
FDW27,OUT017,2389.0635
FDX14,OUT018,976.33875
FDC20,OUT013,1119.943
NCS29,OUT018,4336.373
FDJ56,OUT046,1751.883
FDB20,OUT019,153.46262
FDL28,OUT027,6420.7065
FDW01,OUT018,2248.1567
FDL03,OUT046,3175.3918
FDX22,OUT049,3686.8958
FDJ21,OUT035,2479.4675
FDR31,OUT045,2482.8606
FDG21,OUT035,5347.722
FDS22,OUT027,1515.22
FDK08,OUT035,1561.9873
FDE17,OUT018,1969.5029
NCN30,OUT017,1346.9061
FDT50,OUT046,1491.3708
NCX42,OUT049,2724.798
FDJ12,OUT035,3447.8728
NCA18,OUT027,2975.3474
FDP23,OUT019,608.98785
FDX12,OUT013,4358.763
FDN40,OUT018,1700.5853
FDV48,OUT035,1070.8203
NCY54,OUT013,2736.074
FDL16,OUT010,175.373
FDR45,OUT018,3902.2583
FDJ52,OUT046,2701.5261
DRG01,OUT017,1197.5586
FDP52,OUT013,4859.8394
FDU58,OUT017,3275.8137
FDL02,OUT045,1725.0554
FDG28,OUT013,4615.6826
FDA19,OUT035,2115.4985
FDW46,OUT027,1943.4059
NCD43,OUT049,1589.1182
DRG39,OUT013,816.90424
NCF55,OUT049,689.6997
FDJ07,OUT046,1829.1415
FDE08,OUT046,2328.3225
FDP56,OUT019,94.50163
FDT45,OUT045,769.14325
FDF17,OUT018,2416.188
FDX44,OUT046,1570.1532
FDM28,OUT027,4896.648
FDI36,OUT049,3267.413
FDS07,OUT045,1593.3921
FDD36,OUT045,1714.202
FDW11,OUT046,1178.7766
FDN40,OUT049,1845.896
NCQ18,OUT049,1516.4489
NCQ54,OUT017,2719.3875
NCS42,OUT045,1236.8392
DRH39,OUT010,168.60886
FDC09,OUT027,3222.8735
FDT08,OUT010,299.72546
FDC08,OUT035,4954.5645
FDT20,OUT017,815.61145
FDS35,OUT035,1380.677
FDX58,OUT018,2703.5857
FDW58,OUT046,1963.178
DRD27,OUT046,1637.5481
FDH32,OUT019,181.89711
FDS26,OUT035,5467.5967
FDQ31,OUT046,1801.6033
FDP11,OUT018,3729.605
FDD58,OUT017,1641.3285
FDM33,OUT045,2829.2502
FDZ16,OUT049,2658.71
NCS29,OUT010,887.6325
NCM18,OUT019,95.94218
FDP11,OUT049,4248.3394
NCC42,OUT017,2165.84
DRM23,OUT046,2623.2146
NCN55,OUT027,6528.8916
FDK46,OUT013,4822.068
FDR01,OUT046,3846.6753
NCA05,OUT045,2361.6116
NCP43,OUT017,2763.4202
FDR12,OUT010,350.78915
FDQ01,OUT013,4443.301
FDM13,OUT046,1683.0911
FDQ19,OUT017,4939.3325
FDK56,OUT019,385.69644
NCX06,OUT010,495.7163
FDO56,OUT027,3645.6147
FDU45,OUT045,1501.5033
FDI16,OUT019,111.11479
FDL32,OUT046,1775.2876
FDA07,OUT046,2398.6477
FDA14,OUT045,2085.8792
FDV46,OUT027,3882.2441
NCO07,OUT035,3690.2915
NCP41,OUT046,1801.5416
FDY60,OUT018,2168.293
FDN38,OUT017,4809.559
FDO15,OUT046,884.7523
FDT60,OUT013,1832.3914
FDA55,OUT035,4421.145
FDE02,OUT010,211.9074
DRJ39,OUT049,4271.7793
FDV34,OUT035,1318.5917
FDS20,OUT027,5763.2686
FDF02,OUT027,3378.8723
FDW40,OUT017,2076.97
NCB43,OUT046,2397.4746
FDR58,OUT017,1538.1265
DRJ59,OUT035,722.5406
NCD30,OUT017,1427.0948
FDE14,OUT017,1896.5609
FDC28,OUT018,1175.2787
FDU16,OUT018,953.84235
NCD19,OUT035,1090.4111
FDU21,OUT046,906.8949
FDV59,OUT027,6203.99
FDU03,OUT045,3013.1938
FDC33,OUT010,458.37592
NCR42,OUT035,860.08453
DRH59,OUT035,1060.1769
NCM31,OUT035,1934.6265
FDS50,OUT035,4213.4185
FDP39,OUT046,814.98236
FDQ55,OUT013,2125.4028
FDV36,OUT019,300.70465
FDI05,OUT027,1977.8605
FDS45,OUT027,2911.0398
FDA39,OUT045,574.86127
FDC37,OUT010,196.71814
FDJ60,OUT027,4734.3135
DRQ35,OUT046,1927.2346
NCJ06,OUT046,1509.2754
NCY42,OUT018,1844.4545
DRM37,OUT049,3225.9507
FDR14,OUT045,861.04034
FDE51,OUT049,654.5968
FDT33,OUT017,2914.8438
FDR08,OUT013,2103.3362
FDE36,OUT010,338.3349
FDL22,OUT019,227.82542
FDR44,OUT013,2307.6157
FDI56,OUT019,173.93878
FDE47,OUT010,174.55304
FDV27,OUT010,183.6963
FDV10,OUT049,792.36566
FDC40,OUT045,1071.9194
NCX41,OUT013,3832.993
NCQ38,OUT027,2538.2275
FDV12,OUT027,2612.54
FDE52,OUT017,1508.0154
FDG20,OUT027,5178.6987
FDV16,OUT027,1146.5237
FDI32,OUT017,2091.705
FDJ32,OUT049,923.68085
FDN39,OUT018,2478.0442
FDY34,OUT017,3092.7463
FDC14,OUT035,1039.4781
FDA55,OUT017,4202.736
FDZ50,OUT010,347.44125
DRG13,OUT049,2667.7007
FDP01,OUT013,2724.321
NCG54,OUT017,2282.4182
FDM13,OUT045,1698.5874
NCO18,OUT027,4585.6567
NCW41,OUT013,2849.4795
FDM52,OUT027,4045.6917
NCF55,OUT035,901.177
FDT09,OUT046,2395.5156
NCM19,OUT035,1522.6646
FDW12,OUT018,2308.4155
FDP15,OUT019,822.6371
FDK36,OUT045,892.87103
FDZ25,OUT035,3208.1877
NCW06,OUT049,3373.6714
FDW60,OUT046,3725.1316
DRC49,OUT013,2652.3164
NCT17,OUT035,3336.5999
NCN06,OUT018,1852.2948
FDC45,OUT013,2926.4563
DRJ47,OUT019,415.25912
NCF06,OUT045,3934.258
FDE21,OUT010,245.66785
DRG27,OUT013,838.99176
FDW40,OUT049,1771.031
NCO53,OUT046,2819.9263
FDE23,OUT049,626.86694
FDQ16,OUT046,1704.7175
FDS26,OUT045,4612.2305
FDZ13,OUT010,203.31982
FDS14,OUT049,2143.973
FDC10,OUT045,1607.1167
FDY16,OUT049,2907.4487
FDJ20,OUT035,2167.59
FDV43,OUT035,741.30695
FDZ32,OUT027,3265.2693
FDR23,OUT046,3092.137
FDN24,OUT035,735.12427
FDE34,OUT027,4975.5127
FDU31,OUT013,3986.2139
FDW33,OUT018,1736.9174
FDU26,OUT046,1924.5455
FDE20,OUT027,5283.762
NCW05,OUT035,1896.7445
FDB22,OUT018,2496.113
FDO56,OUT046,2127.1643
FDA19,OUT027,4097.6714
DRI39,OUT045,946.1144
FDH52,OUT018,595.05896
FDZ50,OUT035,3158.5557
NCN42,OUT035,2327.5466
FDB53,OUT013,2344.7893
DRG11,OUT017,1597.0492
DRK11,OUT027,3560.273
FDQ60,OUT017,1786.8439
FDT36,OUT017,665.35254
DRG25,OUT018,2562.715
DRJ23,OUT046,3202.467
FDG05,OUT035,2382.0415
NCK06,OUT018,1455.8936
FDU52,OUT017,2209.6936
FDW07,OUT018,1222.0876
NCM17,OUT045,865.10974
FDA22,OUT045,1936.2333
NCA41,OUT018,2980.5076
FDF38,OUT035,1045.8146
FDH52,OUT046,1079.005
FDY58,OUT019,509.01984
FDZ16,OUT045,2488.2578
NCM18,OUT017,775.92194
FDA22,OUT018,1801.2805
NCJ43,OUT035,3036.2937
FDI34,OUT027,6132.593
FDG56,OUT046,1161.4418
FDS34,OUT046,1804.9543
DRC01,OUT035,748.68475
FDQ04,OUT035,747.95154
FDK04,OUT035,957.01917
FDT51,OUT049,1606.0448
FDV26,OUT017,3486.3662
FDS04,OUT049,1668.0643
FDW43,OUT018,3921.683
FDQ28,OUT010,301.9444
NCK06,OUT017,1848.1896
FDS23,OUT018,1878.7435
FDZ36,OUT019,372.9203
FDE56,OUT018,898.34296
FDW10,OUT027,4871.7134
NCN14,OUT045,2871.5444
NCQ18,OUT045,1339.9963
FDW08,OUT017,1759.6838
FDU43,OUT035,4886.886
FDR33,OUT010,286.37384
FDM24,OUT010,319.5148
NCZ05,OUT046,1934.3564
NCV41,OUT035,2117.3938
FDV11,OUT018,2275.9404
NCY05,OUT035,1034.7024
FDV44,OUT018,2894.1396
FDW32,OUT049,1249.4976
NCU18,OUT027,3709.4058
NCC43,OUT035,4420.733
FDW19,OUT013,1948.2336
FDN31,OUT035,3205.5132
FDI48,OUT045,940.5801
FDS24,OUT017,1409.0217
FDF46,OUT049,2089.971
DRG23,OUT017,2296.8003
FDG14,OUT018,2298.813
NCY30,OUT049,3451.8901
FDO28,OUT018,1438.9547
DRD24,OUT035,2242.7126
FDI33,OUT049,1467.6978
FDN32,OUT046,2984.1926
FDR16,OUT045,2736.9192
FDF26,OUT046,3016.333
NCN29,OUT018,742.41095
FDE20,OUT045,2938.8206
FDA46,OUT046,2808.355
FDU28,OUT045,2578.2012
FDQ48,OUT045,1616.5676
FDV36,OUT013,1956.4216
FDR14,OUT018,959.6813
FDP23,OUT017,3146.4314
FDP56,OUT013,1068.5201
FDK48,OUT010,124.022026
FDR48,OUT046,2481.5916
NCY29,OUT049,1030.0605
FDM22,OUT018,864.9517
DRJ01,OUT013,2971.6375
FDZ43,OUT045,4603.5537
FDV03,OUT035,2532.2532
FDX11,OUT027,4988.135
NCA41,OUT027,4943.393
FDE38,OUT017,3252.9043
FDI27,OUT018,707.20374
FDN32,OUT013,3832.9539
NCN43,OUT017,1617.7739
FDB47,OUT027,5639.8403
FDV03,OUT017,2317.724
NCN30,OUT045,1292.3584
NCV54,OUT010,264.30865
FDV07,OUT013,1915.9293
FDP07,OUT049,3370.1497
FDK48,OUT018,966.2465
FDM15,OUT019,390.7369
FDY19,OUT027,3677.1992
FDK46,OUT046,4454.942
FDY11,OUT045,1172.3945
FDH09,OUT046,3272.3528
FDO08,OUT027,5006.19
FDU14,OUT013,5066.037
FDD22,OUT027,3328.015
FDM27,OUT017,2372.646
FDL02,OUT027,3335.691
NCA17,OUT035,2675.458
FDE38,OUT019,396.8724
NCG07,OUT049,3084.6182
DRC27,OUT013,3998.8752
FDA27,OUT035,5587.8813
FDW40,OUT045,1635.8524
DRI11,OUT013,1807.9136
FDN50,OUT046,1956.042
FDR12,OUT046,3293.6948
FDT34,OUT027,3337.545
FDW11,OUT035,1412.4073
NCO30,OUT027,4755.0386
FDZ34,OUT017,2459.604
FDU45,OUT017,2004.8613
NCD42,OUT035,1087.2101
FDX25,OUT045,2646.289
NCR29,OUT046,1210.7433
FDX43,OUT019,444.16614
FDB04,OUT010,171.20726
FDR49,OUT027,2177.3142
FDS39,OUT018,2141.8167
FDW58,OUT045,1496.6497
FDG22,OUT019,104.023476
FDG31,OUT017,850.18976
NCV53,OUT027,6396.5933
DRJ37,OUT035,2358.6003
FDV07,OUT035,1686.7583
FDW52,OUT018,2035.4365
FDT15,OUT045,2616.9268
FDD02,OUT018,1768.9092
FDM16,OUT035,1107.3049
NCE55,OUT046,2403.635
FDB57,OUT018,3762.855
FDQ04,OUT013,869.5119
FDQ47,OUT019,158.83815
FDY14,OUT019,741.9364
DRK37,OUT017,2979.1738
FDO25,OUT017,3767.8247
FDL57,OUT046,3999.0845
NCK29,OUT018,1797.3531
FDK46,OUT027,7713.533
NCB43,OUT010,521.8974
DRE01,OUT027,6665.1963
FDC46,OUT018,2653.051
FDQ23,OUT045,1971.2811
FDX38,OUT049,647.45184
FDG60,OUT018,3713.3274
FDW55,OUT017,5020.4985
FDP39,OUT013,799.24915
FDB20,OUT018,1125.3896
FDV21,OUT017,1937.593
FDZ02,OUT013,1468.1522
FDP19,OUT027,4049.9407
FDA38,OUT035,4710.5557
FDH22,OUT045,1673.8394
DRM11,OUT045,4694.5464
FDO12,OUT027,5547.645
FDT14,OUT049,1568.5562
FDW34,OUT010,632.4828
FDG04,OUT027,5415.604
FDW59,OUT018,1430.2738
FDR33,OUT018,1768.3884
FDP32,OUT013,2350.747
FDL13,OUT027,8667.941
FDD22,OUT013,1981.3021
FDV40,OUT027,1892.4799
NCD55,OUT046,652.531
FDQ20,OUT010,75.33124
FDD28,OUT045,729.66235
FDC39,OUT045,2918.8418
NCR17,OUT049,1995.6345
DRO35,OUT018,1668.1794
FDF40,OUT049,4169.847
FDR31,OUT018,2123.581
NCQ41,OUT017,3053.4404
FDP38,OUT046,1055.5658
NCU54,OUT027,5278.314
FDG22,OUT018,651.4251
DRK59,OUT013,3602.1313
FDC37,OUT046,1583.9546
NCO42,OUT013,2386.5317
NCT42,OUT017,2322.3433
FDX27,OUT035,1951.5248
FDV40,OUT018,920.45276
FDT45,OUT027,1828.3665
FDS47,OUT019,200.26855
FDR45,OUT035,4613.0264
FDB03,OUT045,3554.1477
FDO49,OUT035,1444.0131
FDU60,OUT027,4769.1084
FDB26,OUT018,880.5732
FDB46,OUT017,3359.2075
FDQ37,OUT019,814.9463
FDN03,OUT017,4645.973
NCX30,OUT045,3803.0059
FDK32,OUT019,353.62006
DRM47,OUT013,2981.9897
NCO02,OUT046,777.65564
FDP04,OUT013,1216.0715
NCO43,OUT049,1235.939
FDD59,OUT013,1226.174
FDQ10,OUT017,2962.3767
FDW45,OUT035,2893.899
NCK30,OUT049,4605.4033
FDU31,OUT018,3458.1528
NCQ17,OUT019,242.81512
FDN01,OUT017,2763.6045
FDZ19,OUT049,2901.2983
DRG37,OUT017,2666.6382
FDE32,OUT045,610.15295
FDO34,OUT049,2829.6458
FDM04,OUT019,133.75987
FDZ25,OUT049,2712.1028
FDU08,OUT049,1457.7428
NCW30,OUT045,3992.1626
NCM18,OUT013,938.9208
FDS22,OUT035,914.34955
NCH18,OUT017,3903.9402
FDC23,OUT013,2488.7646
FDY46,OUT013,3463.0237
NCU06,OUT046,3011.1406
FDX57,OUT045,1298.8541
FDX36,OUT027,6215.6323
FDL16,OUT045,688.57874
FDT16,OUT010,625.2502
FDN16,OUT018,1052.8807
FDC03,OUT046,3161.8953
DRF60,OUT013,4695.8413
FDS27,OUT027,5809.24
FDP33,OUT010,696.3117
FDJ36,OUT018,1444.0415
NCR42,OUT013,671.8961
FDV14,OUT017,1368.4888
NCP42,OUT035,3308.6135
FDB50,OUT027,2958.444
NCC30,OUT027,4528.5806
FDA23,OUT018,1317.9274
FDW16,OUT017,1530.7104
FDQ52,OUT010,673.32715
FDB58,OUT049,2422.3345
NCP29,OUT049,1155.3975
NCM05,OUT045,4059.9028
FDO25,OUT013,3697.2466
NCM54,OUT046,1670.0807
NCL54,OUT046,2380.7693
FDL39,OUT010,316.8393
FDF53,OUT018,2393.8674
NCQ42,OUT035,1971.9042
FDF58,OUT013,1284.7892
FDZ04,OUT035,1046.787
FDE26,OUT019,364.76474
FDS60,OUT017,2865.8213
FDV58,OUT017,3122.3772
FDM04,OUT045,678.3995
FDE08,OUT035,2501.925
NCB43,OUT049,3182.0225
FDU11,OUT010,330.38437
FDF22,OUT019,443.15695
FDE24,OUT013,2165.4167
DRJ49,OUT046,1680.0692
NCQ53,OUT035,4044.8816
NCL41,OUT013,817.2905
FDR22,OUT013,2038.3608
FDH04,OUT035,1408.8528
DRH15,OUT045,840.1695
FDY40,OUT049,735.9522
NCI17,OUT035,1943.7263
NCC18,OUT013,2948.8333
FDY28,OUT027,5421.5967
FDB45,OUT027,3235.6658
NCL30,OUT018,1663.0419
FDM10,OUT017,3536.006
FDH22,OUT027,3715.5164
NCZ53,OUT017,3030.6414
NCI18,OUT013,3951.4363
FDH14,OUT027,4178.6274
FDR36,OUT027,1363.7465
FDW01,OUT045,2222.754
FDK02,OUT027,3717.4717
FDJ02,OUT018,2195.523
FDU55,OUT013,5739.7456
NCV18,OUT027,2287.5337
FDH14,OUT018,1990.7468
FDZ37,OUT045,1452.44
FDX49,OUT049,3632.1914
NCD43,OUT046,1404.687
FDZ07,OUT013,1142.876
FDK43,OUT035,1955.8916
FDR32,OUT018,3807.8525
FDT39,OUT013,2222.322
NCV54,OUT017,1634.5769
FDF38,OUT018,788.28784
FDV60,OUT046,3376.4536
FDH44,OUT027,4546.065
FDS21,OUT046,1322.6422
NCL41,OUT045,748.6114
FDM46,OUT017,1524.5884
FDU27,OUT045,740.58997
NCJ54,OUT017,3480.6917
DRG51,OUT018,2531.2295
NCA29,OUT019,346.97006
FDR47,OUT045,3537.607
NCL19,OUT027,3509.4158
DRG01,OUT049,1039.9248
FDG10,OUT046,1353.6256
NCV05,OUT049,2550.5059
NCH18,OUT019,483.1726
FDV14,OUT018,1120.21
DRJ23,OUT035,3474.3745
DRJ11,OUT046,2803.2068
FDZ03,OUT017,3282.734
FDI27,OUT010,90.242424
FDJ14,OUT018,1280.8848
FDU32,OUT017,2057.391
FDD47,OUT027,4069.335
DRF36,OUT035,3099.3123
FDM21,OUT046,3836.0999
FDV10,OUT018,824.4893
FDH60,OUT018,3074.9146
FDX47,OUT010,335.37616
FDT19,OUT019,349.80048
FDO11,OUT045,3942.6545
FDH24,OUT027,4199.188
FDL02,OUT018,1524.1062
FDB02,OUT049,2607.646
FDA43,OUT046,3046.864
FDG52,OUT045,640.39575
DRC12,OUT013,3666.9097
FDY37,OUT018,2124.4714
NCU18,OUT045,1966.3499
FDU09,OUT035,1006.26495
DRJ25,OUT027,1481.4011
DRE12,OUT018,1478.2014
DRL47,OUT017,2225.4648
DRK01,OUT046,1096.2267
FDC22,OUT019,334.18365
FDG44,OUT013,1170.5629
FDW04,OUT035,2004.9584
FDK09,OUT049,3771.0183
NCN43,OUT035,1767.2441
FDG04,OUT049,2800.1118
FDH32,OUT010,195.31357
DRI47,OUT017,2599.0286
DRE15,OUT013,1057.6139
FDY11,OUT035,1008.29266
FDO60,OUT049,755.63007
FDQ20,OUT018,658.17145
FDO57,OUT027,4436.862
FDT14,OUT019,287.88922
FDA57,OUT049,805.5497
DRN35,OUT017,687.00354
FDJ03,OUT046,894.0683
FDX28,OUT017,1327.7257
DRE25,OUT045,1397.0499
FDR09,OUT046,3825.7126
FDB23,OUT035,5654.7563
FDO08,OUT045,2676.656
FDQ23,OUT049,1841.6289
FDW04,OUT013,1996.0767
DRK13,OUT010,492.63882
NCL17,OUT027,3755.0579
FDY21,OUT035,2998.1213
FDJ38,OUT027,5613.271
FDA37,OUT019,326.66144
FDV43,OUT013,963.73584
FDL36,OUT046,1349.4269
FDD53,OUT045,625.8708
FDZ19,OUT010,367.12372
FDV21,OUT045,1646.7509
NCL54,OUT018,2264.5293
DRI47,OUT027,3457.8037
DRG03,OUT049,2554.2322
FDG21,OUT013,4706.721
FDW03,OUT018,1501.3682
NCI55,OUT046,1533.6405
DRC36,OUT019,288.04517
FDH22,OUT017,2025.557
FDV20,OUT045,2121.075
NCU41,OUT027,4858.7246
FDN46,OUT027,2882.749
FDK50,OUT045,2377.1663
NCA05,OUT027,3969.8826
DRH01,OUT018,2439.9988
FDT08,OUT018,2183.174
FDM08,OUT018,3608.2957
FDZ07,OUT035,961.3829
FDS22,OUT017,1037.4031
FDV35,OUT027,4312.3345
FDI28,OUT010,131.26852
FDW58,OUT027,2912.0098
FDT52,OUT045,3692.0198
FDY34,OUT046,2922.964
FDR10,OUT046,2855.2092
FDK57,OUT017,1951.0225
FDR02,OUT027,2679.213
FDX49,OUT046,4269.6455
FDQ20,OUT046,1012.9996
DRK23,OUT045,4464.011
NCW06,OUT046,2496.3438
FDR31,OUT017,2801.1116
NCE43,OUT013,2636.3303
DRO59,OUT027,1865.7725
FDN09,OUT049,4380.397
FDR11,OUT046,2672.745
FDO57,OUT013,2904.1816
NCX18,OUT017,3186.026
FDB05,OUT018,3265.633
FDQ08,OUT018,731.45056
NCG43,OUT035,1468.4486
FDJ56,OUT013,2091.0725
FDA13,OUT010,88.468605
FDO56,OUT017,2070.2634
FDB37,OUT018,4286.298
FDZ02,OUT018,1327.7008
FDQ24,OUT046,4054.868
FDM16,OUT013,1103.914
FDU35,OUT049,1757.71
FDT35,OUT035,2866.455
NCX30,OUT049,4774.669
FDG04,OUT017,3203.8447
FDI12,OUT035,1098.7515
FDE35,OUT035,1151.9805
NCP14,OUT027,2803.481
NCY53,OUT045,1669.6434
FDP49,OUT017,1056.9564
FDQ04,OUT017,700.60156
FDM39,OUT035,3303.775
FDO58,OUT019,348.26978
FDC56,OUT017,2141.996
NCQ54,OUT046,2331.408
FDV10,OUT027,1506.466
NCK17,OUT046,942.15796
NCF55,OUT027,1276.4784
FDV33,OUT013,4986.387
NCH29,OUT019,277.96298
FDA37,OUT027,3763.5674
FDH46,OUT018,1633.7698
FDS25,OUT035,1834.8066
FDH04,OUT027,2293.0337
FDX52,OUT046,3277.3403
NCD42,OUT017,826.9966
FDW47,OUT017,2009.4954
FDL25,OUT027,3260.9768
NCJ06,OUT010,321.9245
FDY09,OUT013,3212.1897
FDS40,OUT046,846.49243
FDH41,OUT017,3250.1326
FDG38,OUT035,1537.2502
FDU03,OUT027,5300.2803
FDV20,OUT046,2075.391
DRB13,OUT045,2948.1406
NCQ30,OUT013,1827.6046
NCH06,OUT013,4262.4795
FDU50,OUT018,1620.2102
NCO42,OUT019,304.32828
FDW09,OUT018,1207.914
FDH04,OUT013,1387.9895
FDC21,OUT045,1678.1617
FDL21,OUT049,741.9981
FDM46,OUT010,308.68848
FDT22,OUT019,154.78206
FDB28,OUT035,3667.514
FDI12,OUT018,1284.8392
FDA28,OUT045,1621.4392
FDF59,OUT013,1596.3074
FDM45,OUT027,3264.976
FDQ56,OUT017,1476.9475
FDR46,OUT049,2370.266
FDT01,OUT013,3455.2598
FDD16,OUT027,1906.7366
NCU30,OUT010,390.79453
FDM40,OUT010,366.38434
FDI56,OUT035,1456.7589
NCS30,OUT013,2057.6855
FDU08,OUT017,1635.7316
FDX51,OUT027,5765.3965
FDA43,OUT045,2960.5317
FDX59,OUT010,93.98794
FDC37,OUT018,1337.1986
FDP58,OUT013,3739.2395
NCY42,OUT035,2503.8342
FDF21,OUT018,2826.6628
FDU10,OUT027,1436.2913
DRL47,OUT018,1883.1161
FDA58,OUT018,4006.8406
FDJ22,OUT049,3165.6477
FDK50,OUT046,3116.05
FDO38,OUT035,1464.1576
DRF60,OUT035,4002.55
NCZ42,OUT019,559.95337
FDD35,OUT049,1356.4855
FDL25,OUT045,1353.5548
FDJ16,OUT013,978.6977
DRK59,OUT049,3588.842
FDI50,OUT046,4772.968
NCB19,OUT045,1191.2184
DRI37,OUT035,1033.9849
FDA14,OUT027,3742.9543
FDC08,OUT018,3738.2463
FDS45,OUT046,1982.3202
FDI21,OUT049,1062.5034
DRJ47,OUT035,3123.7708
DRE37,OUT027,4872.984
FDT55,OUT018,2199.9565
NCG42,OUT027,3264.769
FDA31,OUT049,2812.7356
NCW42,OUT046,3326.8293
FDF50,OUT017,3598.5688
FDK56,OUT049,3139.3508
FDX10,OUT035,822.037
NCK07,OUT027,4144.0767
FDZ49,OUT017,3908.474
FDR33,OUT013,1879.7574
FDO44,OUT018,1485.7528
FDA20,OUT046,3042.0142
NCL30,OUT045,1762.9617
FDI05,OUT019,126.809525
FDQ12,OUT018,3613.6204
FDH47,OUT017,1249.4493
FDH34,OUT018,2952.4436
FDF29,OUT046,2224.4583
FDG40,OUT018,441.01547
NCE18,OUT017,4231.5015
FDP21,OUT010,419.05948
FDY50,OUT013,1429.6549
FDB36,OUT049,2076.6404
NCZ29,OUT049,2055.158
FDU20,OUT018,1542.7328
FDO56,OUT013,2040.3308
FDW31,OUT049,3164.3228
DRH59,OUT013,1223.5126
NCB30,OUT017,3087.6675
FDK43,OUT027,3371.2046
FDW43,OUT045,4387.1655
NCL19,OUT017,1982.3757
FDJ27,OUT046,1380.7803
FDC45,OUT046,2290.2498
FDY40,OUT035,853.78235
NCM41,OUT035,1715.0273
NCK18,OUT019,386.41794
FDP37,OUT049,2099.533
FDA27,OUT027,7461.062
NCX30,OUT035,3938.9495
FDR09,OUT017,4458.678
FDG08,OUT027,5009.316
NCU30,OUT013,2698.6648
FDB16,OUT017,1385.205
FDM16,OUT017,1127.0267
FDC48,OUT013,1251.9431
NCF18,OUT046,2452.4578
FDU46,OUT018,1335.2539
FDH41,OUT018,2727.3555
NCN42,OUT010,417.61957
FDU49,OUT046,1840.1025
FDB20,OUT027,2461.905
FDG50,OUT019,231.00746
FDW20,OUT045,1751.1656
NCO55,OUT049,1562.4976
FDX48,OUT046,2847.9797
FDU48,OUT046,1939.2245
FDR48,OUT019,321.99774
FDK27,OUT013,1885.5698
FDT35,OUT013,3285.0273
FDN12,OUT049,1608.859
NCE31,OUT019,79.39901
FDL21,OUT017,1013.59534
FDV56,OUT017,1898.1394
FDR16,OUT017,3128.699
NCP41,OUT049,1833.4158
FDJ27,OUT013,1380.4613
FDA07,OUT017,2271.138
FDK55,OUT049,1436.561
FDM33,OUT049,3622.4226
FDY46,OUT046,2893.7827
FDD36,OUT046,1775.5419
FDB12,OUT027,2614.9707
FDF28,OUT019,257.40485
NCE07,OUT019,325.9371
FDW50,OUT027,4135.7397
NCW18,OUT017,3588.187
NCJ17,OUT019,133.20216
DRZ24,OUT010,282.42844
FDS07,OUT035,1826.458
NCW05,OUT010,293.66595
FDZ22,OUT018,1319.5021
FDK02,OUT046,2410.903
FDZ45,OUT027,5496.42
FDL25,OUT046,1266.2666
FDS08,OUT045,2618.9448
NCZ42,OUT027,6278.183
FDX57,OUT035,1555.6803
FDF21,OUT046,3166.2764
FDJ56,OUT018,1676.3754
FDX10,OUT013,979.8546
DRG48,OUT035,2239.7625
DRN37,OUT046,2093.2708
NCY41,OUT018,618.39655
FDN28,OUT045,1354.4014
FDE34,OUT045,2238.0298
FDR10,OUT045,2232.2168
FDC32,OUT017,1550.7368
DRG13,OUT046,2289.816
FDP59,OUT049,2320.6865
NCT53,OUT010,430.38992
FDL57,OUT027,7153.0654
FDN32,OUT010,416.1701
FDK09,OUT018,3447.8108
FDA52,OUT010,420.56485
FDC57,OUT049,3323.1333
FDI09,OUT035,8391.057
NCB07,OUT046,2561.3596
FDP26,OUT035,2041.1049
FDP40,OUT027,2818.9292
FDL15,OUT013,2503.7976
FDV07,OUT046,2071.1514
FDS03,OUT017,884.5828
FDE50,OUT049,3296.7231
FDQ15,OUT017,1075.158
FDQ33,OUT010,354.53958
